product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status
41,Aavin Fresh Dairy 715,Dairy,Aavin,241.6,5,230.65,4.58,73,22,Delhi,SellerA,164,210,40.13,TRUE,Can,509,14,32,67,2024-03-05,2024-03-19,None,On-Time
42,Lay's Organic Snacks 835,Snacks,Lay's,31.06,10,28.11,4.25,284,30,Bengaluru,LocalMart,121,86,36.59,TRUE,Bottle,404,116,24,46,2025-06-11,2025-10-04,None,On-Time
43,DailyGreens Fresh Fruits 127,Fruits & Vegetables,DailyGreens,27.27,5,26.18,4.91,173,22,Kolkata,SellerA,114,80,7.84,TRUE,Can,100,8,23,17,2025-04-25,2025-05-03,None,On-Time
44,P&G Lite Personal 892,Personal Care,P&G,792.36,29,541.05,4.38,154,42,Mumbai,DailyNeeds,111,316,19.83,FALSE,Jar,247,1235,22,92,2024-04-25,2027-10-03,Buy1Get1,Delayed
45,Lizol Family Pack Household 496,Household,Lizol,938.58,20,741.98,4.89,515,30,Jaipur,QuickStores,89,59,34.9,TRUE,Box,988,872,17,29,2025-02-14,2027-06-28,FlatDiscount,On-Time
46,P&G Family Pack Personal 921,Personal Care,P&G,662.52,10,604.21,3.42,87,24,Bengaluru,DailyNeeds,103,426,38.39,FALSE,Box,401,1565,20,92,2025-10-15,2030-02-16,Cashback,On-Time
47,Parle Fresh Snacks 787,Snacks,Parle,258.54,0,252.24,3.77,462,29,Ahmedabad,LocalMart,130,357,17.7,FALSE,Jar,1016,295,26,96,2023-11-14,2024-08-29,None,On-Time
48,Britannia Daily Snacks 534,Snacks,Britannia,43.56,15,37.18,5.08,363,36,Lucknow,QuickStores,119,81,18.78,FALSE,Box,997,200,23,37,2024-09-05,2025-03-22,None,On-Time
49,Britannia Classic Snacks 810,Snacks,Britannia,49.39,0,49.71,4.42,385,36,Bengaluru,SellerB,84,1,20.26,FALSE,Jar,405,113,17,28,2024-05-13,2024-09-01,None,On-Time
50,Surf Excel Original Household 330,Household,Surf Excel,914.11,5,849.14,5.03,48,25,Delhi,LocalMart,100,199,13.88,FALSE,Jar,1007,576,20,66,2023-11-09,2025-06-06,FlatDiscount,On-Time
51,Modern Original Bakery 102,Bakery,Modern,244.52,30,166.48,3.16,137,29,Ahmedabad,SellerA,125,34,16.77,FALSE,Pouch,98,4,25,13,2024-03-28,2024-04-01,Cashback,Delayed
52,Fortune Classic Grocery 621,Grocery,Fortune,452.27,10,398.26,3.69,429,27,Hyderabad,LocalMart,96,25,7.94,FALSE,Can,744,651,19,6,2025-01-23,2026-10-26,None,On-Time
53,DailyGreens Premium Fruits 674,Fruits & Vegetables,DailyGreens,56.28,10,51.38,3.93,237,22,Mumbai,SellerB,127,278,8.05,TRUE,Bottle,254,5,25,77,2025-05-15,2025-05-20,None,On-Time
54,BakeHouse Family Pack Bakery 348,Bakery,BakeHouse,433.4,25,333.43,4.08,133,25,Kolkata,QuickStores,130,117,22.02,FALSE,Pouch,302,6,25,22,2025-07-29,2025-08-04,FlatDiscount,On-Time
55,Lay's Classic Snacks 607,Snacks,Lay's,186.62,5,176.82,4.94,139,26,Bengaluru,QuickStores,123,204,23.77,TRUE,Bottle,394,362,25,71,2025-06-01,2026-05-31,Cashback,On-Time
56,BakeHouse Organic Bakery 766,Bakery,BakeHouse,70.88,5,67.44,3.37,128,23,Pune,LocalMart,109,39,16.79,TRUE,Can,100,8,22,5,2024-09-22,2024-09-30,FlatDiscount,On-Time
57,Parle Organic Snacks 640,Snacks,Parle,44.82,20,36,4.99,158,33,Bengaluru,DailyNeeds,114,561,31.43,FALSE,Bottle,753,312,22,102,2024-01-29,2024-12-05,None,On-Time
58,P&G Original Personal 387,Personal Care,P&G,355.29,0,365.07,3.8,185,21,Ahmedabad,QuickStores,124,49,13.42,TRUE,Packet,202,1024,24,19,2024-07-12,2027-04-17,None,Delayed
59,FreshFarm Family Pack Fruits 473,Fruits & Vegetables,FreshFarm,50.5,0,49.04,3.9,28,24,Kolkata,LocalMart,97,172,39.37,FALSE,Jar,1002,15,19,50,2023-12-19,2024-01-03,None,On-Time
60,Lizol Family Pack Household 174,Household,Lizol,156.14,5,148.66,3.97,21,36,Jaipur,SellerB,128,515,15,TRUE,Can,752,556,25,101,2024-06-14,2025-12-21,FreeDelivery,Delayed
61,Britannia Original Bakery 560,Bakery,Britannia,385.83,0,386.54,3.82,238,11,Pune,LocalMart,120,28,24.97,FALSE,Packet,302,9,23,21,2025-05-14,2025-05-23,None,On-Time
62,Coca-Cola Organic Beverages 841,Beverages,Coca-Cola,67.55,10,59.37,3.88,455,24,Hyderabad,QuickStores,128,31,29.22,FALSE,Pouch,496,461,25,22,2024-08-28,2025-12-02,Cashback,On-Time
63,Britannia Family Pack Bakery 601,Bakery,Britannia,383,10,351.18,2.97,155,21,Chennai,QuickStores,133,55,11.19,FALSE,Packet,506,5,26,11,2025-10-11,2025-10-16,None,On-Time
64,FreshFarm Daily Fruits 812,Fruits & Vegetables,FreshFarm,36.1,15,30.22,4.73,131,25,Hyderabad,DailyNeeds,130,41,32.87,FALSE,Packet,99,5,26,22,2025-03-25,2025-03-30,FreeDelivery,On-Time
65,Patanjali Classic Grocery 588,Grocery,Patanjali,344.22,10,300.99,4.57,523,28,Ahmedabad,SellerA,134,97,15.72,FALSE,Pouch,1008,445,27,13,2024-10-08,2026-01-02,FlatDiscount,On-Time
66,Aashirvaad Lite Grocery 374,Grocery,Aashirvaad,376.44,10,340.05,4.32,379,28,Ahmedabad,LocalMart,84,68,37.38,FALSE,Jar,393,410,16,30,2024-01-28,2025-03-15,None,On-Time
67,Patanjali Original Grocery 760,Grocery,Patanjali,318.44,5,301.1,4.33,249,22,Delhi,SellerA,102,35,15.93,FALSE,Box,498,609,20,25,2024-03-25,2025-12-06,None,On-Time
68,Pepsi Original Beverages 130,Beverages,Pepsi,98.98,15,84.67,4.23,432,21,Hyderabad,LocalMart,134,394,10.18,FALSE,Bottle,998,416,27,86,2024-07-14,2025-09-03,None,On-Time
69,Modern Original Bakery 125,Bakery,Modern,129.66,15,112.57,4.51,203,34,Chennai,LocalMart,100,40,36.77,FALSE,Jar,401,9,20,19,2024-09-01,2024-09-10,None,On-Time
70,Britannia Fresh Bakery 440,Bakery,Britannia,305.37,5,290.19,4.51,158,25,Chennai,LocalMart,99,43,35.67,FALSE,Pouch,763,6,20,24,2023-11-05,2023-11-11,FlatDiscount,On-Time
71,Gowardhan Organic Dairy 844,Dairy,Gowardhan,239.25,10,213.13,4.43,522,28,Kolkata,LocalMart,118,1,30.94,FALSE,Can,750,28,24,33,2025-09-02,2025-09-30,FlatDiscount,On-Time
72,Tata Organic Grocery 857,Grocery,Tata,470.34,25,354.23,3.72,551,24,Delhi,LocalMart,112,124,19.33,TRUE,Box,503,596,22,37,2024-04-24,2025-12-20,None,On-Time
73,Dove Original Personal 313,Personal Care,Dove,72.69,5,69.48,3.7,182,12,Pune,UrbanSeller,148,393,20.84,TRUE,Packet,197,651,30,76,2024-06-15,2026-03-30,Cashback,On-Time
74,DailyGreens Classic Fruits 859,Fruits & Vegetables,DailyGreens,96.7,10,87.01,4.03,149,23,Delhi,QuickStores,110,359,26.96,FALSE,Jar,496,12,22,64,2024-11-21,2024-12-03,Cashback,Delayed
75,Fortune Family Pack Grocery 75,Grocery,Fortune,26.43,15,22.03,4.04,344,28,Lucknow,QuickStores,142,84,36.12,TRUE,Jar,988,495,28,35,2025-08-22,2026-12-24,None,On-Time
76,Aavin Family Pack Dairy 168,Dairy,Aavin,83.64,0,84.35,4.18,130,23,Kolkata,LocalMart,72,403,20.33,FALSE,Jar,988,25,14,67,2024-04-03,2024-04-28,Cashback,On-Time
77,BakeHouse Lite Bakery 336,Bakery,BakeHouse,215.68,10,191.85,4.06,157,23,Chennai,SellerB,126,319,19.2,FALSE,Box,197,12,25,62,2024-11-07,2024-11-19,FlatDiscount,Delayed
78,P&G Lite Personal 332,Personal Care,P&G,49.39,0,49.57,4.63,51,36,Mumbai,DailyNeeds,77,215,11.25,TRUE,Pouch,505,859,15,59,2024-03-04,2026-07-15,Buy1Get1,On-Time
79,ITC Fresh Snacks 386,Snacks,ITC,201.18,0,200.46,4.16,509,25,Bengaluru,LocalMart,91,453,12.32,FALSE,Bottle,394,150,18,88,2024-02-17,2024-07-15,FlatDiscount,On-Time
80,Aavin Fresh Dairy 652,Dairy,Aavin,100.12,20,82.55,4.38,222,17,Delhi,SellerB,110,13,18.52,FALSE,Can,251,30,21,8,2024-01-01,2024-01-31,None,On-Time
81,Patanjali Fresh Grocery 679,Grocery,Patanjali,298,5,290.78,3.57,103,45,Lucknow,QuickStores,108,338,33.11,TRUE,Pouch,1002,584,21,75,2025-01-06,2026-08-20,FlatDiscount,On-Time
82,Britannia Classic Bakery 379,Bakery,Britannia,220.97,0,227.44,4.32,227,17,Bengaluru,SellerA,80,6,14.7,FALSE,Packet,405,9,16,16,2025-03-28,2025-04-06,FlatDiscount,On-Time
83,Fortune Lite Grocery 512,Grocery,Fortune,28.36,25,21.26,4.27,505,21,Kolkata,DailyNeeds,100,34,5.41,FALSE,Packet,198,496,20,25,2025-01-07,2026-05-22,None,On-Time
84,Tropicana Classic Beverages 143,Beverages,Tropicana,59.71,25,45.71,4.36,515,35,Mumbai,SellerA,109,174,18.37,FALSE,Bottle,1515,120,22,56,2025-06-19,2025-10-17,FreeDelivery,On-Time
85,Patanjali Daily Grocery 944,Grocery,Patanjali,273.22,0,272.17,4.5,362,19,Hyderabad,UrbanSeller,87,4,17.75,FALSE,Box,199,702,17,7,2024-06-01,2026-05-01,None,On-Time
86,Aashirvaad Daily Grocery 167,Grocery,Aashirvaad,366.94,5,350.73,3.68,482,37,Pune,LocalMart,110,67,6.83,TRUE,Can,395,211,22,5,2024-04-29,2024-11-24,None,Delayed
87,Dove Premium Personal 235,Personal Care,Dove,419.24,10,375.04,4.83,44,28,Jaipur,UrbanSeller,89,498,20.54,TRUE,Pouch,296,1134,17,100,2024-12-30,2028-02-08,None,On-Time
88,Dettol Classic Household 954,Household,Dettol,288.17,20,222.73,4.43,36,33,Bengaluru,SellerB,128,2,23.79,TRUE,Box,1004,1714,26,13,2025-01-04,2029-09-20,None,On-Time
89,Harpic Classic Household 403,Household,Harpic,886.87,15,736.66,4.54,198,36,Mumbai,QuickStores,135,28,39.04,FALSE,Can,405,452,26,20,2024-06-09,2025-09-10,None,On-Time
90,Mother Dairy Organic Dairy 266,Dairy,Mother Dairy,235.48,0,234.28,4.37,431,29,Bengaluru,QuickStores,98,261,39.67,TRUE,Packet,1014,12,20,65,2024-03-08,2024-03-20,None,On-Time
91,P&G Lite Personal 932,Personal Care,P&G,769.17,10,672.58,4.27,215,25,Delhi,DailyNeeds,93,10,9.07,TRUE,Box,764,1524,18,19,2024-12-15,2029-03-03,Buy1Get1,On-Time
92,Patanjali Premium Grocery 382,Grocery,Patanjali,56.52,15,48.01,4.77,112,27,Jaipur,DailyNeeds,128,101,27.17,FALSE,Pouch,754,283,25,48,2024-07-03,2025-04-17,None,On-Time
93,Patanjali Organic Grocery 813,Grocery,Patanjali,446.76,10,402.59,4.26,403,33,Kolkata,QuickStores,127,123,26.99,TRUE,Can,296,534,25,11,2024-10-21,2026-04-11,Buy1Get1,Delayed
94,Pepsi Classic Beverages 199,Beverages,Pepsi,313.78,30,211.96,3.93,196,34,Kolkata,SellerB,126,151,14.87,TRUE,Bottle,1001,329,24,32,2025-05-27,2026-04-19,Buy1Get1,On-Time
95,Dove Original Personal 500,Personal Care,Dove,256.35,0,254.51,4.13,54,31,Ahmedabad,DailyNeeds,126,176,35.14,FALSE,Can,99,1091,25,38,2025-03-30,2028-03-19,None,On-Time
96,Amul Daily Dairy 901,Dairy,Amul,238.94,10,215.39,3.57,514,32,Mumbai,UrbanSeller,141,2,11.37,TRUE,Can,1007,21,27,7,2025-06-13,2025-07-04,FlatDiscount,Delayed
97,Gowardhan Fresh Dairy 379,Dairy,Gowardhan,85.52,0,87.35,3.91,328,38,Ahmedabad,LocalMart,79,73,10.33,FALSE,Pouch,739,29,15,35,2024-01-22,2024-02-20,FlatDiscount,On-Time
98,Lay's Family Pack Snacks 586,Snacks,Lay's,242.24,0,247.44,4.3,354,23,Jaipur,SellerB,107,144,9.39,FALSE,Packet,746,230,21,47,2025-09-22,2026-05-13,FlatDiscount,On-Time
99,P&G Daily Personal 146,Personal Care,P&G,714.05,25,525.05,4.27,221,26,Hyderabad,QuickStores,98,2,13.89,FALSE,Box,199,1538,19,0,2025-09-06,2029-12-12,None,On-Time
100,FreshFarm Classic Fruits 367,Fruits & Vegetables,FreshFarm,292.44,10,263.59,3.96,281,25,Hyderabad,UrbanSeller,132,383,16.89,FALSE,Jar,1963,4,26,89,2025-08-19,2025-08-23,FlatDiscount,On-Time
101,Aavin Organic Dairy 234,Dairy,Aavin,181.03,10,161.66,4.56,251,23,Chennai,DailyNeeds,97,264,34.97,FALSE,Bottle,249,16,19,73,2024-02-08,2024-02-24,FlatDiscount,On-Time
102,Aavin Original Dairy 661,Dairy,Aavin,185.29,15,156.3,4.83,221,31,Bengaluru,SellerB,104,38,30.69,FALSE,Jar,986,8,20,18,2024-12-21,2024-12-29,None,On-Time
103,BakeHouse Organic Bakery 820,Bakery,BakeHouse,96.92,20,78.3,4.21,193,38,Ahmedabad,SellerB,107,202,14.1,FALSE,Bottle,509,12,21,54,2025-06-03,2025-06-15,FreeDelivery,On-Time
104,Lizol Lite Household 215,Household,Lizol,644.64,10,593.66,3.94,157,35,Jaipur,SellerB,136,385,37.86,FALSE,Box,203,1837,27,72,2025-04-08,2030-04-03,Cashback,On-Time
105,Minute Maid Family Pack Beverages 977,Beverages,Minute Maid,48.99,25,37.72,3.98,309,29,Bengaluru,DailyNeeds,93,4,26.32,FALSE,Packet,499,105,18,20,2024-12-25,2025-04-07,None,On-Time
106,Lay's Classic Snacks 433,Snacks,Lay's,23.52,20,18.79,3.93,236,27,Delhi,QuickStores,109,182,32.35,FALSE,Bottle,253,79,21,24,2024-08-16,2024-11-03,Cashback,On-Time
107,Tropicana Family Pack Beverages 680,Beverages,Tropicana,247.4,5,232.26,3.56,35,16,Mumbai,SellerA,102,365,14.67,FALSE,Can,1493,366,20,92,2025-01-03,2025-12-29,None,On-Time
108,Surf Excel Premium Household 294,Household,Surf Excel,938.73,0,938.22,4.47,149,32,Jaipur,DailyNeeds,87,337,13.08,FALSE,Can,98,1633,17,79,2025-04-07,2029-10-22,FlatDiscount,Delayed
109,Lizol Premium Household 679,Household,Lizol,250.32,0,251.89,3.67,234,36,Kolkata,LocalMart,104,244,32.45,TRUE,Can,509,507,21,51,2025-04-18,2026-09-03,FlatDiscount,Delayed
110,Gowardhan Family Pack Dairy 94,Dairy,Gowardhan,204.03,20,161.33,4.44,357,31,Hyderabad,QuickStores,100,19,9.38,FALSE,Pouch,746,14,19,18,2025-08-30,2025-09-13,FlatDiscount,Delayed
111,Himalaya Premium Personal 410,Personal Care,Himalaya,548.45,5,522.9,4.21,142,17,Chennai,UrbanSeller,92,30,20.58,FALSE,Jar,1005,1651,18,27,2024-05-01,2028-11-14,Cashback,On-Time
112,Britannia Organic Bakery 256,Bakery,Britannia,25.2,0,25.56,4.02,79,12,Kolkata,SellerA,94,60,6.31,FALSE,Can,990,6,18,26,2023-12-04,2023-12-10,Buy1Get1,On-Time
113,P&G Daily Personal 329,Personal Care,P&G,406.02,0,405.14,4.19,103,19,Chennai,DailyNeeds,142,69,17.11,FALSE,Packet,498,757,28,25,2025-03-19,2027-04-05,FlatDiscount,On-Time
114,Surf Excel Lite Household 130,Household,Surf Excel,81.76,0,82.29,3.69,175,31,Jaipur,SellerB,117,126,8.53,TRUE,Pouch,504,1690,23,27,2024-08-25,2029-05-09,None,On-Time
115,FreshFarm Family Pack Fruits 409,Fruits & Vegetables,FreshFarm,256.26,15,218.1,4.27,209,21,Delhi,UrbanSeller,146,32,33.53,FALSE,Box,102,4,29,28,2025-09-14,2025-09-18,FlatDiscount,On-Time
116,Coca-Cola Original Beverages 919,Beverages,Coca-Cola,42.22,20,33.97,4.91,376,31,Ahmedabad,SellerA,92,146,7.13,FALSE,Box,994,375,18,49,2023-11-30,2024-12-14,FlatDiscount,On-Time
117,Dove Family Pack Personal 831,Personal Care,Dove,223.29,0,224.35,3.95,301,36,Jaipur,SellerB,110,298,22.01,FALSE,Jar,400,862,21,80,2024-02-21,2026-07-16,None,On-Time
118,FreshFarm Organic Fruits 843,Fruits & Vegetables,FreshFarm,228.72,15,192.65,4.24,82,30,Ahmedabad,SellerB,126,356,30.63,FALSE,Bottle,99,5,24,81,2024-01-11,2024-01-16,None,Delayed
119,Britannia Daily Bakery 733,Bakery,Britannia,378.67,5,356.05,3.56,422,21,Mumbai,LocalMart,115,185,36.2,FALSE,Bottle,252,14,23,60,2024-11-01,2024-11-15,FlatDiscount,On-Time
120,ITC Fresh Snacks 859,Snacks,ITC,271.39,5,254.31,4.53,453,15,Delhi,QuickStores,107,405,9.44,FALSE,Can,251,106,21,100,2024-01-03,2024-04-16,None,On-Time
121,BakeHouse Lite Bakery 837,Bakery,BakeHouse,362.1,25,268.7,3.96,375,28,Jaipur,SellerA,80,0,35.47,TRUE,Packet,985,12,15,8,2025-04-09,2025-04-21,None,Delayed
122,Pepsi Lite Beverages 564,Beverages,Pepsi,164.9,10,144.82,4.74,496,14,Delhi,SellerA,108,326,16.4,FALSE,Bottle,495,456,22,69,2024-06-14,2025-09-10,None,On-Time
123,Surf Excel Organic Household 251,Household,Surf Excel,780.38,0,789.84,4.25,182,36,Lucknow,QuickStores,73,113,34.25,TRUE,Can,246,1585,14,37,2025-06-13,2029-10-07,None,Delayed
124,P&G Premium Personal 133,Personal Care,P&G,361.81,0,366.26,4.98,24,38,Jaipur,QuickStores,110,329,21.57,FALSE,Can,98,1391,22,96,2025-07-31,2029-05-15,FlatDiscount,Delayed
125,Lizol Fresh Household 874,Household,Lizol,866.27,20,668.56,4.71,189,25,Hyderabad,QuickStores,96,207,38.53,TRUE,Bottle,992,1227,19,51,2025-03-06,2028-07-04,None,On-Time
126,Minute Maid Daily Beverages 801,Beverages,Minute Maid,28.46,0,28.7,4.66,491,25,Chennai,DailyNeeds,88,54,34.88,TRUE,Box,305,334,17,31,2024-03-01,2025-01-23,None,On-Time
127,Tata Organic Grocery 443,Grocery,Tata,240.28,10,210.22,4.92,464,32,Jaipur,DailyNeeds,100,57,20.73,FALSE,Box,508,379,20,25,2024-04-08,2025-04-17,None,On-Time
128,Modern Family Pack Bakery 73,Bakery,Modern,442.47,0,431.46,4.52,235,26,Hyderabad,LocalMart,112,78,25.32,FALSE,Can,498,2,22,34,2023-12-18,2023-12-20,None,On-Time
129,Modern Premium Bakery 917,Bakery,Modern,34.96,25,25.53,4.89,45,31,Hyderabad,SellerB,139,86,27.69,FALSE,Packet,504,2,28,37,2024-12-11,2024-12-13,None,On-Time
